Date,US_REITs_VNQ,US_SmallCap_IWM,Gold_GLD,US_LargeCap_SPY,Europe_VGK,DevExUS_EFA,US_Bonds_AGG,Emerging_EEM
2006-10-16,0.00212849,0.00591137,0.01019201,0.00153573,0.00233712,0.00375788,0.00161359,0.00274425
2006-10-17,-0.00332772,-0.00498980,-0.00882702,-0.00314712,-0.00577486,-0.00622310,0.00151053,-0.01320137
2006-10-18,0.00505392,0.00013167,-0.00102356,0.00131839,0.00109502,0.00246522,0.00120642,0.00976982
2006-10-19,-0.00239065,0.00485813,0.01389852,0.00160942,0.00840832,0.00750257,-0.00050214,0.00440942
2006-10-20,-0.00133058,-0.00987222,-0.01066092,0.00021930,0.00618370,0.00315717,-0.00030221,-0.00470397
2006-10-23,0.00597409,0.00198284,-0.01750517,0.00459341,-0.00061671,0.00085932,-0.00292084,-0.00088475
2006-10-24,-0.00517540,0.00197801,0.00707326,0.00297803,-0.00169782,0.00014344,0.00110844,0.00568631
2006-10-25,0.00504273,0.00656600,0.01009160,0.00340273,0.00845968,0.00698928,0.00241514,0.01156655
2006-10-26,0.00987968,0.00834236,0.00897935,0.00310353,0.00732497,0.00764660,0.00341160,0.00241326
2006-10-27,-0.00670750,-0.01175125,0.00185358,-0.00628882,-0.00625280,-0.00693586,0.00200148,-0.01681879
2006-10-30,0.00565822,0.00432482,0.00838228,-0.00072518,-0.00214476,-0.00213326,0.00019929,-0.00343729
2006-10-31,0.00170480,-0.00314321,0.00566008,-0.00014543,0.00336789,0.00056931,0.00369131,0.01900196
2006-11-01,-0.00775874,-0.02188276,0.01842156,-0.00677199,-0.00168244,-0.00170861,0.00171889,-0.01008930
2006-11-02,-0.01919297,-0.00147626,0.00908503,-0.00058501,0.00351424,0.00369820,-0.00109909,0.00311497
2006-11-03,-0.01109612,0.00482252,0.00611821,-0.00175598,-0.00244351,-0.00384082,-0.00521026,0.00310571
2006-11-06,0.00921051,0.01155926,-0.00660281,0.01121540,0.01336607,0.01471440,0.00000000,0.02346289
2006-11-07,-0.01098090,0.00658277,0.00242075,0.00383102,0.00436525,0.00112302,0.00250919,-0.00426855
2006-11-08,0.00340187,0.00510578,-0.01510382,0.00216237,0.00419774,0.00028034,0.00270107,0.00256348
2006-11-09,0.00149333,-0.00918164,0.02966524,-0.00526971,-0.00479848,-0.00506131,0.00029925,0.00340741
2006-11-10,0.00406125,0.00826715,-0.00733420,0.00043429,0.00838214,0.00393898,0.00219604,0.00141619
2006-11-13,0.00242883,0.00143680,-0.00481238,0.00245710,-0.00463186,-0.00633883,-0.00119680,0.00339128
2006-11-14,0.01258864,0.01912969,-0.00904541,0.00747602,0.00418422,0.01096158,0.00139612,0.01548944
2006-11-15,0.00119711,0.00752463,0.00340162,0.00286091,0.00074560,-0.00027927,-0.00189562,0.00185017
2006-11-16,0.00675593,-0.00076231,-0.00860742,0.00256797,-0.00134182,-0.00209952,-0.00089953,-0.01012472
2006-11-17,-0.00383577,-0.00063617,0.00763668,0.00028493,-0.00134386,-0.00294632,0.00259582,-0.00112113
2006-11-20,0.03400752,0.00139848,-0.00016185,0.00056923,-0.00119594,-0.00761659,0.00069740,-0.00393297
2006-11-21,0.01601291,0.00165036,0.00806196,0.00099602,0.00656023,0.00494336,0.00129361,0.01582552
2006-11-22,0.00440243,0.00114125,0.00368678,0.00198922,0.00548360,0.00967402,0.00139222,0.00699519
2006-11-23,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2006-11-24,0.00425851,-0.00457196,0.01587335,-0.00405294,-0.00073953,-0.00531598,0.00029851,-0.00018352
2006-11-27,-0.02736793,-0.02265831,0.00314467,-0.01384704,-0.01370071,-0.00831094,-0.00049666,-0.01907813
2006-11-28,0.00269407,0.00337945,-0.00204292,0.00432543,0.00672534,0.00887157,0.00267910,0.00578028
2006-11-29,0.01399321,0.01289359,-0.00647047,0.01037641,0.00771490,0.01129173,-0.00148767,0.01604638
2006-11-30,0.01043062,0.00012846,0.01928715,0.00042675,0.00354118,0.00428811,0.00307166,0.00447272
2006-12-01,-0.00187713,-0.00372199,-0.00420196,-0.00220825,-0.00354118,-0.00124324,0.00186587,-0.00410673
2006-12-04,0.01158121,0.01960661,0.00000000,0.00760207,0.00750914,0.00647443,0.00099063,0.02063596
2006-12-05,-0.00770532,0.00075591,-0.00484643,0.00430738,0.00759923,0.00561420,-0.00059390,0.01731768
2006-12-06,-0.00563079,-0.00340683,-0.01770802,-0.00084589,-0.00657309,-0.00218746,-0.00079369,-0.00689114
2006-12-07,-0.00616748,-0.00430768,0.00063787,-0.00438247,0.00657309,0.00341522,-0.00089320,-0.00355268
2006-12-08,0.00327768,0.00012692,-0.01089930,0.00184020,-0.00247763,-0.00245786,-0.00208768,-0.00445824
2006-12-11,0.00226202,0.00253574,0.00834543,0.00289520,0.00683570,0.00409299,-0.00019785,0.00044662
2006-12-12,-0.00452950,-0.00545929,-0.00079941,-0.00077614,0.00231651,0.00407594,0.00278175,-0.01213210
2006-12-13,-0.00518422,0.00127201,-0.00064001,0.00105777,0.00548044,0.00378964,-0.00307998,0.00541007
2006-12-14,0.00076054,0.00406067,-0.00577852,0.00877241,0.00530673,0.00404416,-0.00139504,0.01694212
2006-12-15,-0.00750245,-0.00088630,-0.01819412,0.00009145,-0.00732284,-0.00404416,-0.00020012,0.00441112
2006-12-18,-0.00627342,-0.01262741,0.00065554,-0.00274410,0.00158419,-0.00148702,0.00059895,-0.00697886
2006-12-19,-0.00851284,-0.00064264,0.01237395,0.00190109,0.00545281,0.00445409,0.00069728,-0.00631322
2006-12-20,0.01043711,0.00577564,-0.00291688,-0.00056342,-0.00530893,-0.00175249,-0.00039896,0.01100426
2006-12-21,-0.00823817,-0.00462733,-0.00390241,-0.00366485,-0.00216019,-0.00050987,0.00199023,-0.00179113
2006-12-22,-0.00881558,-0.00659295,0.00438919,-0.00616150,-0.00253510,-0.00234571,-0.00089515,0.00357929
2006-12-25,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2006-12-26,0.00715373,0.01416497,0.00533849,0.00587910,0.00044554,-0.00041455,-0.00029793,0.00924696
